" Every struggle in your life has shaped you into the person you are today. So be thankful for the hard times, they can only make you stronger.",success
Everyone has a purpose. You become unstoppable when you figure out your purpose.,success
" Find something that you're really interested in doing in your life. Pursue it, set goals and commit yourself to excellence.",success
" Forever ❤️

Language Hindi
Source : WhatsApp) https://t.co/HMHMHYMf1J",spiritual
" FreakyTheory ""Nothing happens until you decide to make it happen.""",success
" FreakyTheory The 7 Steps to Transformation:
1. Dream it.
2. Envision it.
3. Think it.
4. Grow it.
5. Become it.
6. Live it.
7. OWN it.",success
God has already lined up all the people in your path to get you to your dreams and your visions; all you have to do is get rid of the wrong ones.,success
" God has something amazing in front of you: amazing people, opportunities, influence, resources. He has something that you’ve never seen. Something more rewarding, more fulfilling than you’ve ever dreamed.",success
" God is taking care of you, even when it seems like your all alone; believe me, God is working hard behind the scenes of your life.",success
" God puts things in your spirit as a seed. If you discount it, say no way that could never happen, then that seed will never take root. You don't have to figure out how it’s going to happen. All you have to do is believe.",success
" God, I will never be able to thank you enough for always being there for me.",success
" GrantCardone ""Do or do not. There is no try.""

~ Yoda",success
" GrantCardone ""Know the true value of time; snatch, seize, and enjoy every moment of it. No idleness, no laziness, no procrastination: never put off till tomorrow what you can do today.""

~ Philip Stanhope, 4th Earl of Chesterfield",success
" GrantCardone ""You can do anything. You can be anything you want to be. As long as you believe in yourself and work hard.""",success
GreaterGood247 🙏👍,happiness
" Happy mind, happy life. Live your life in your way and don't aim to please others. Think positively and that you can do anything you put your mind to. It starts with you, you decide what direction your world goes in.",success
" If you are overwhelmed by problems, and you let circumstances push you down and people talk you out of it, then you are not going to have the courage and strength to sustain where God is taking you.",success
" If you can dream it, you can do it.",success
" If you can dream it, you can do it.

 - Walt Disney",success
" If you don't design your own life plan, chances are you'll fall into someone else's plan. And guess what they have planned for you? Not much.

–Jim Rohn",success
IgniteDonuts 🙏🙏,happiness
IngKwofie 👍🙏,happiness
IngKwofie 🙌🙌,happiness
It is only when you take responsibility for your life that you discover how powerful you truly are.,success
" It's not about being the best, it's about being better than you were yesterday.",success
" JDaIey Consistent hard work beats everything else. If you are consistent, you will win.",success
JayneOnEarth 👍🙏,happiness
JoeCall13169508 🙏🙏,happiness
" JohnCMaxwell ""Human potential is the only limitless resource we have in this world.""

~ Carly Fiorina",success
" JohnCMaxwell ""Integrity is the most valuable and respected quality of leadership. Always keep your word.""

~ Brian Tracy",success
" JohnCena ""There are moments in life where it gets so hectic that time becomes a blur.  Keep calm and never give up.""

~ John Cena",success
" JohnCena ""To succeed, i have to believe every night, in my heart, that i am the best.""

~ John Cena",success
JosephA07373431 🙏,happiness
" JoyceMeyer ""The believers in miracles accept them (rightly or wrongly) because they have evidence for them.""

~ G. K. Chesterton",success
" JoyceMeyer ""Trust that your soul has a plan, and even if you can’t see it completely, know that everything will unfold as it is meant to.""",success
" JoyceMeyer ""Whatever happens, do not lose hold of the two main ropes of life - hope and faith.""

~ Zig Ziglar",success
JullieAlston Tx. Hope you too are having a great day😊💫,happiness
KQueenberg 💫👍😊,happiness
Kiranku66858568 🙏🙌,happiness
Know your strengths. And build on them. There is no success in focusing on your weaknesses.,success
LCX_Official 👍👍,happiness
" LIVEpositivity ""An attitude of gratitude creates blessings.""

~ John Templeton",success
" LIVEpositivity ""Be patient with yourself. Be gentle with yourself. Know that all things are working in your favor. If you take one step toward the light of Spirit, Spirit will take five steps on your behalf.""

~ Iyanla Vanzant",success
" LIVEpositivity ""Celebrate your small wins. They add up to ultimately make big wins possible.""",success
" LIVEpositivity ""Discover a purpose that gives you passion. Develop a plan that makes you persistent. Design a preparation and motivates you to optimize your potentials. Do it because you love it!""

~ Israelmore Ayivor",success
" LIVEpositivity ""Don't sit down and wait for the opportunities to come. Get up and make them.""

~ Madam C. J. Walker",success
" LIVEpositivity ""Evil triumphs when good men do nothing.""

~ Thomas Jefferson",success
" LIVEpositivity ""Focus on you, until the focus is on you.""",success
" LIVEpositivity ""If there is hope in the future, there is literally power in the present.""

~ Zig Ziglar",success
" LIVEpositivity ""In the end you get what you deserve, the amount of effort you put in determines the amount of joy that you receive.""

~ Leon Brown",success
" LIVEpositivity ""It’s a new day, fresh start, fresh energy, new opportunities. Get your mind right, be thankful, be positive and start your day right.""",success
" LIVEpositivity ""Live life to the fullest because you only get to live it once.""",success
" LIVEpositivity ""Love yourself first, and everything else falls in line. You really have to love yourself to get anything done in this world.""

~ Lucille Ball",success
" LIVEpositivity ""Maturity begins when we're content to feel we're right about something without feeling the necessity to prove someone else wrong.""",success
" LIVEpositivity ""Promise me you’ll always remember: you are braver than you believe and stronger than you seem, and smarter than you think.""

~ A. A. Milne",success
" LIVEpositivity ""Some people have such a talent for making the best of a bad situation that they go around creating bad situations so they can make the best of them.""

~ Jean Kerr",success
" LIVEpositivity ""Sometimes you have to experience the bad, so that you can learn to appreciate the good things that enter your life.""",success
" LIVEpositivity ""The measure of success is happiness and peace of mind.""

~ Bobby Davro",success
" LIVEpositivity ""The most courageous act is still to think for yourself. Aloud.""

~ Coco Chanel",success
" LIVEpositivity ""There are no mistakes, no coincidences; all events are blessings given to us to learn from.""

~ Elisabeth Kubler-Ross",success
" LIVEpositivity ""When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.""

~ Henry Ford",success
" LIVEpositivity ""Without darkness, light has no meaning.""",success
" Learning is about building on the knowledge, skills and wisdom we gain from others. With humility. Keep learning. Keep sharing. Keep striving. Keep succeeding.",success
" Life is like walking on a tightrope.

Certain balance, certain harmony is always required to walk over it.

So, you need to balance between success &amp; failures, happiness &amp; sadness, ups &amp; downs.

No one has ever succeeded witho",success
MANDEEPNEOL We all Love from our deepest heart :),spiritual
MIgbariya 👍💫,happiness
MIgbariya 😊,happiness
MIgbariya 🙌🙏😊,happiness
MIgbariya 🙏👍😊,happiness
MIgbariya 🙏🙌,happiness
MarkWEccleston 👍,happiness
MindsRenewed 🙏🙏,happiness
" Mindset changes to improve your life:

Think deeply. 
Listen lots.
Speak gently. 
Love more.
Laugh often. 
Stay grateful.
Work hard. 
Keep learning. 
Give generously.
Expect little. 
Be kind.
Stay honest. 
Be authentic.
Stay real.
Be true",success
" Motivate_lifes ""If you don't know where you are going, you might wind up someplace else.""

~ Yogi Berra",success
NadelleRepusar 🙏💪,happiness
Nermeen_a_su 🙏🙏💫,happiness
" Never underestimate the power of your words. Use them to lift others up, not break them down.",success
" Once you realize you deserve a bright future, letting go of your dark past is the best choice you will ever make.",success
Once you’ve matured you realize silence is more important than proving a point.,success
" Path to success is messy. Mixed up with frustration, anxiety, worries, fear, panic, pain, failure.

But you'll overcome them all because you take ownership of your life, because you don't blame, you don't complain, you don't make ex",success
" PoemHeaven ""If you are with the right person, it brings out the best version of you.""

~ Beyonce Knowles",success
" PoemHeaven ""The greatest deception men suffer is from their own opinions.""

~ Leonardo da Vinci",success
" ProfFeynman ""The only thing more dangerous than ignorance is the pretense of intelligent ignorance. The former is teachable; the latter is not.""

~ Criss Jami",success
" ProfFeynman ""The successful warrior is the average man, with laser-like focus.""

~ Bruce Lee",success
" Put your heart, mind, and soul into even your smallest acts. This is the secret of success.",success
QuintanaBenally 🙏👍,happiness
" Read aloud, now:

I don't have control of adversity but I do have control of how I respond to challenges of life. I don't regret. I don't lament. I choose to pick myself up and get back on my path to success. I am committed. I am de",success
RhealZiko Thanks 😊🙏,happiness
RkMishraEr 🙌🙌,happiness
RkMishraEr 🙏,happiness
" SELF-LOVE IN 2021:

▪ Forgiveness 
▪ Living mindfully
▪ Trusting your intuition
▪ Working on your dreams
▪ Walking away from drama 
▪ Great actions + essential rest
▪ Enforcing healthy boundaries
▪ Prioritizing your needs ",success
" Say less. Ask more. And listen.

Be a good listener. Your ears will never get you in trouble.",success
" SeffSaid ""Defeat is not the worst of failures. Not to have tried is the true failure.""

~ George Edward Woodberry",success
" SeffSaid ""Do not fear mistakes. You will know failure. Continue to reach out.""

~ Benjamin Franklin",success
" SeffSaid ""Doing good to others is not a duty. It is a joy, for it increases your own health and happiness.""

~ Zoroaster",success
" SeffSaid ""Don't cry because it's over, smile because it happened.""",success
" SeffSaid ""Don't think that just because you made it to the next level that the haters and naysayers disappear. Remember, new levels bring new devils.""

~ Steve Maraboli",success
" SeffSaid ""Forget yesterday, live for today. Tomorrow will take care of itself.""

~ Rick Ross",success
" SeffSaid ""Let the world know why you are here, and do it with passion.""

~ Wayne W. Dyer",success
" SeffSaid ""Make your life a masterpiece; imagine no limitations on what you can be, have or do.""

~ Brian Tracy",success
" SeffSaid ""Never give up on a dream just because of the time it will take to accomplish it. The time will pass anyway.""

~ Earl Nightingale",success
" SeffSaid ""Never give up on something that you can’t go a day without thinking about.""

~ Winston Churchill",success
" SeffSaid ""Old ways never open new doors.""",success
" SeffSaid ""Once you realize you deserve a bright future, letting go of your dark past is the best choice you will ever make.""

~ Roy T. Bennett",success
" SeffSaid ""The eyes of others our prisons; their thoughts our cages.""

~ Virginia Woolf",success
" SeffSaid ""The journey is never-ending. There's always gonna be growth, improvement, adversity; you just gotta take it all in and do what's right, continue to grow, continue to live in the moment.""

~ Antonio Brown",success
" SeffSaid ""Whenever you share love with others, you'll notice the peace that comes to you and to them.""

~ Mother Teresa",success
" SeffSaid ""you are going to find the people that make it work NEVER quit, quitting is NOT an option.""

~ Bob Proctor",success
SeffSaid Things go right for the people who make it happen in any kind of situation.,success
Sehgal17Khushi 🌟💫,happiness
" ShaneAParrish ""Every age has its massive moral blind spots. We might not see them, but our children will.""

~ Bono",success
" Sharonkingsmil1 Hard but not impossible 😊

Be what you want and you will attract what you are. Good things come to those who are good🦋",happiness
Spend more time doing. Less time thinking about doing. Success is in action.,success
" SrBachchan A very inspiring book for people who feel lost or struggling or feeling depressed..........
A spiritual journey towards self-discovery........ 
Available free.......

https://t.co/GAi7FHiXHS",success
" SrBachchan Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared.

~ Buddha

Inspiring Buddha Messages 🙏🙏

https://t.co/Fzk1xCf1fZ",success
Stop telling God how big your problems are and start telling your problems how big your God is!,success
StrategySMedia 🙌👍,happiness
" Success is no accident. It is hard work, perseverance, learning, studying, sacrifice and most of all, love of what you are doing or learning to do.",success
Tarot : April 2010.....http://tinyurl.com/y4qf6j8,spiritual
Tarot : May 2010......... http://www.world.com/tarot/tarot.asp,spiritual
" The words we choose to share with others are powerful. They can empower or tear down others. If we all work to select nurturing and inspiring words, we can lift each other up each day, here on twitter and in our real lives. Let's try.",success
" TheWeirdWorld How to look after your mental health:

 🔸Talk about your feelings

 🔸Keep active

 🔸Eat well

 🔸Drink sensibly

 🔸Keep in touch with family &amp; friends

 🔸Ask for help

 🔸Take a break

 🔸Do something you're good at",success
" TheWeirdWorld Improve your Mental Health. 

STOP.....

1. Trying to please everyone

2. Fearing change

3. Living in the past

4. Overthinking

5. Being afraid to be different

6. Sacrificing your happiness for others

7. Thinking you're not good enough
",success
" TheWeirdWorld Music gives a soul to the universe, wings to the mind, flight to the imagination and life to everything.

― Plato",success
" TheWeirdWorld Never hate those people who are jealous of you, but respect their jealousy, because they are the ones who think you are amazing.",success
TheWeirdWorld Raise your self-esteem to such a level that you only allow loving experiences in your life.,success
" TheWeirdWorld The most important purpose of education is to learn how to find beauty of life.

The whole purpose of education is to turn green buds into beautiful flowers. The purpose of education shouldn't to be to fill you with knowledge, but ed",success
" TheWeirdWorld Think about every good thing in your life right now. Free yourself of worrying. Let go of the anxiety, breathe. Stay positive, all is well.",success
" TheWeirdWorld Those who aim to reach a position of power in life aren't afraid of losing. But losers are. 

Failures are simply inevitable part of a process called success. People who avoid failure avoid success as well.",success
" TheWeirdWorld Your mental health is so important,

Protect it by:

-Volunteering
-Slowing down
-Being in nature
-Eating healthily
-Sleeping properly
-Exercising regularly
-Drinking plenty of water
-Limiting content consumption
-Fasting from food &amp; sc",success
" There are no guarantees for tomorrow. Do all that you can, do it today, start now.",success
" They say Knowledge is Power. It isn't.

Knowledge is only Potential Power.

Real Power comes from the utilization of knowledge. Real Power is in Action.",success
" To be successful, become accessible. Be open. Listen to others. Be someone people are comfortable talking with.",success
" Today is a great day to say Thank You God because no matter what my circumstances I may face, I am alive.",success
Trust yourself. You know more than you think you do.,success
" VictoriaOsteen ""Grace and truth are spiritual DNA, the building blocks of Christ-centered living.""

~ Randy Alcorn",success
" VictoriaOsteen ""Only kindness matters. We are God’s hands.""

~ Jewel",success
" When integrity is part of you as a person &amp; part of your life, you do the right thing.

Your attitude should be the same whether someone's looking or not. Do what's right at all times.

When you do the right thing, you have nothing to",success
" When you are grateful, fear and anger disappears and abundance appears.

– Anthony Robbins",success
" When you believe what you’ve heard and don't let people talk you out of it, taking steps of faith, God will make things happen that you couldn’t make happen. He’ll open doors that no person can shut.",success
" When you find your path, you must not be afraid. You need to have sufficient courage to make mistakes. Disappointment, defeat, and despair are the tools God uses to show us the way.",success
" Work hard, stay humble, dream big.",success
World- Tarot June 2010 http://www.world.com/onlinemag/june10/htm/tarot.asp,spiritual
" You are ultimately responsible for who you become. You are in control of your life. Nobody else. Only you. Your future is in your hands.

Start. Now.",success
" Your biggest asset is your brain. Your mind controls your life, your confidence, your relationships, your purpose, your strengths, your success. Remember quality of your thoughts determines quality of your life.",success
" Your ego values power, prestige and possessions. Your higher self values simplicity, selfless love and soulful connection.",success
" Your future is your responsibility. Nobody else can do it for you. You create your future when you work hard, when you take risks, when you struggle, when you put everything on the line, yet you never stop, you never quit. That’s what p",success
" Your past is done, so forget it, your future is yet to come, so dream it, but your present is now, so live it with no regrets!",success
aflametarot As much as we allow them to! A little tough but possible to control 😊,happiness
aflametarot Thanks for the nice words. Making a  little bit of difference is encouraging 😊💫,happiness
aflametarot Today is a good day to make it happen😊👍,happiness
aflametarot True..Experience is a great teacher if you are willing to learn🙏🙏😊,happiness
americodacosta2 True 🙏,happiness
attitude_media 👍👍,happiness
" bobproctorLIVE ""Give your best effort, because you are worth your best effort.""

~ Denis Waitley",success
" bobproctorLIVE ""Make each day your masterpiece.""

~ John Wooden",success
cmplecymo Limit your interaction. Take nothing personally. Keep a lot and a lot of positivity in other areas of life... a few things I could think of!,happiness
cowboyyyc Thanks 😊🙏,happiness
" digitaltrendz22 Clairvoyant or not, I do believe in looking forward to a great tomorrow. Hope makes today more bearable😊",happiness
dionchauke4 🙏🙏,happiness
dmsagittarius9 Wishing the best for you🌟🌟,happiness
don't be a fake. Be who you are. Real deal. Because you are great how you are.,success
" don't let it go to your head. To keep climbing, stay humble.",success
" don't worry about the criticisms &amp; people’s opinions. 

Both these have no integrity, no life without your permission.

Additionally, If you have not faced strong criticism &amp; opposition, definitely you are yet to live a revolu",success
ereh_peter 🙏🙏,happiness
https://t.co/Ep6FBHw5Ql,spiritual
imeelijah1 🙏🙏,happiness
insidesuccessuk  DalaiLama That should be the way of life😊👍,happiness
iqtidarjaved789 🙏🙏,happiness
" isro  MoJSDoWRRDGR A very inspiring book for people who feel lost or struggling or feeling depressed.......
A spiritual journey towards self-discovery...... 
Available free....

https://t.co/WtDQXQWcyX",success
" izzi  simplynash: Anger simply shows that something in you is hurt, some wound is there. Become more watchful and anger will be less ~",spiritual
jalloh_haruna 🙏💫,happiness
jigcris Pleasure is mine🙏,happiness
kparksinc 🙏🙏,happiness
mariash73718556 🙏👍,happiness
max_nasonti 🙏🙌,happiness
" motivational ""If you want to be happy, set a goal that commands your thoughts, liberates your energy and inspires your hopes.""

~ Andrew Carnegie",success
" muftimenk ""A believer sees blessings in all things. In trials, his faith isn't shaken. He’s thankful the test wasn’t far worse. he knows the rewards.""

~ Mufti Ismail Menk",success
" muftimenk ""Be recognized for having a beautiful heart. So when you leave, that memory of you lingers.""

~ Mufti Ismail Menk",success
" muftimenk ""If you turn to the Almighty each time you face a calamity, Satan’s effort to depress you will weaken because of your strong link with Him.""

~ Mufti Ismail Menk",success
" muftimenk ""No matter how good you are, people will let you down. Learn to expect less of others. Only the Almighty won’t let you down.""

~ Mufti Ismail Menk",success
" naval ""The two most important days in your life are the day you are born and the day you find out why.""

~ Mark Twain",success
" orangebook_ ""No one is coming, you need to save yourself.""

~ Seth Godin",success
" orangebook_ ""People aren't out to get you, they're just out for themselves.""",success
" orangebook_ ""There is one art of which people should be masters - the art of reflection.""

~ Samuel Taylor Coleridge",success
" orangebook_ People only like you as long as you don't surpass them. After that, they envy you.",success
pratushsinghal Live it! Don't try to understand love.Move into love.Then u will know & tht knowing will come out of ur experiencing.,spiritual
" pratushsinghal When love is unconscious it is lust- a beautiful name for an ugly thing. When love is conscious, only then it is love.",spiritual
" ramblingsloa ""Always try to help someone. You might be the only person that does.""",success
" ramblingsloa ""Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.""

~ Barbara De Angelis",success
" ramblingsloa ""Music is a world within itself, with a language we all understand.""

~ Stevie Wonder",success
" ramblingsloa ""The world is full of magic things, patiently waiting for our senses to grow sharper.""

~ W.B. Yeats",success
saloniAg119 🙌🙏😊,happiness
" says :A woman is to be loved, not understood. This is the first understanding.",spiritual
" shaileshgharat7 Mostly it works if not always. It doesn't mean change in situation. It's more to do with how indifferent you can be to others' behaviour, for the sake of personal positivity😊",happiness
" simonsinek ""If you do not know where you are going, every road will get you nowhere""

~ Henry A. Kissinger",success
suraj8824 Love is not sexual passion. Those who mistake sex for love remain empty of love. ~,spiritual
" thedeepestmsgs ""Consistency is more important than perfection.""",success
" thedeepestmsgs ""Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.""

– Marcel Proust",success
" thedeepestmsgs ""One day you will make it to where you wanted to be.""",success
" thedeepestmsgs ""Try to make others happy, and don't despair over all the evil in the world. Instead of cursing the dark, let us each light one small lamp.""

~ Mata Amritanandamayi",success
" thedeepestmsgs ""When people don't know anything about your life, they can't ruin it.""",success
" thedeepestmsgs ""You are not defined by your past. You are prepared by your past.""

~ Joel Osteen",success
" thedeepestmsgs Sure, it will be a better year, but only if you decide to make it so.

Approach it with intent.

""Don't wait for it to happen, make it happen.""",success
" thesecret ""Change your thoughts and you change your world.""",success
" thesecret ""Find joy in everything you choose to do. Every job, relationship, home… it’s your responsibility to love it, or change it.""

~ Chuck Palahniuk",success
" thesecret ""Follow your bliss and the universe will open doors for you where there were only walls.""

~ Joseph Campbell",success
" thesecret ""Gratitude is a quality similar to electricity: It must be produced and discharged and used up in order to exist at all.""

~ William Faulkner",success
" thesecret ""If you carry joy in your heart, you can heal any moment.""

~ Carlos Santana",success
" thesecret ""One thing is certain: That is that the power of belief, the power of thought, will move reality in the direction of what we believe and conceive of it. If you really believe you can do something, you can. That is a fact.""

~ Daisaku Ikeda",success
" thesecret ""Pause and remember - Every single event in your life, especially the difficult lessons, have made you smarter, stronger, and wiser than you were yesterday. Be thankful!""

~ Jennifer Young",success
" thesecret ""The real way to gain happiness is to give it to others.""

~ Baden Powell De Aquino",success
" thesecret ""To accomplish great things, we must not only act, but also dream; not only plan, but also believe.""

~ Anatole France",success
" thesecret ""You already have everything you need to be content. Your real work is to do whatever it takes to realize that.""

~ Geneen Roth",success
" thesecret ""You cannot do kindness too soon, for you never know how soon it will be too late.""

~ Ralph Waldo Emerson",success
" thesecret Appreciate everything, regret nothing.",success
" thesecret Approach each day with intent, because each and every day holds the power to completely change your life.",success
" thesecret As you make gratitude a way of life, you will wake each morning so excited to be alive. You will find yourself completely in love with life.",success
" thesecret Be grateful for what you already have while you pursue your goals.
If you aren’t grateful for what you already have, what makes you think you would be happy with more.",success
thesecret Be happy now. Feel good now. That’s the only thing you have to do.,success
" thesecret Complaining or blaming are not going to solve any problems. To succeed, take responsibility for your life.",success
thesecret Don't spend today worrying why yesterday was bad. Spend it planning on how to make tomorrow better.,success
thesecret Every single second is an opportunity to change your life.,success
" thesecret Focus on your strengths, not your weaknesses. Focus on your character, not your reputation. Focus on your blessings, not your misfortunes.",success
" thesecret Giving is a choice.

Honesty is a choice.

Optimism is a choice.

Happiness is a choice.

Forgiveness is a choice.

Spoken words is a choice.

Teaching others is a choice.

Respecting others is a choice.

Showing gratitude is a choice.",success
" thesecret Health is the greatest gift, contentment the greatest wealth, faithfulness the best relationship.",success
" thesecret It's impossible to be negative, to criticize and blame, to feel sad or to have any negative feeling... when you're grateful.",success
thesecret Leave footprints of love and kindness wherever you go.,success
" thesecret Life is a journey you create. Create it with your own choices, decisions and actions. Create the most beautiful and amazing adventure for yourself. It's your power to make your journey a masterpiece.",success
" thesecret Love everything you can. Love everyone you can. Feel love, and you will experience that love coming back to you – multiplied!",success
" thesecret More you give, more you receive.",success
thesecret Path to success begins once you stop living the way society taught you. Live your own life. Create your own path to success. Never stop.,success
thesecret The Universe will always send you inspired ideas once you set your intention. Listen closely and take action. You must do your part.,success
" thesecret The more you feed your mind with positive thoughts, the more you can attract great things into your life.",success
" thesecret To receive good you must be on the goodness frequency. Think good thoughts, speak good words, and take good actions.",success
" thesecret Today, be grateful. Be grateful for your loved ones, your friends, your child, your pet... for your ability to love and be loved.",success
thesecret Two things you will never have to chase: True friends &amp; true love.,success
" thesecret What you think, you create.

What you feel, you attract.

What you imagine, you become.",success
" thesecret You are GOOD enough, SMART enough, BEAUTIFUL enough, and STRONG enough. Believe it and never let insecurity run your life.",success
" thesecret You are here on this glorious planet, endowed with this wonderful power, to create your life! There are no limits to what you can achieve!",success
" thesecret You are the master builder of your life, and gratitude is your tool of trade to build the most incredible life.",success
thesecret You are ultimately responsible for who you become. You are in control of your life. Nobody else. Only you. Your future is in your hands.,success
" thesecret You can have whatever you want in your life, no limits. But there's one catch: You have to feel good.",success
" thesecret You can't make decisions based on fear and the possibility of what might happen. 

Trust your instincts, and make judgements on what your heart tells you. The heart will not betray you.",success
" thesecret You not only create your life with your thoughts, but your thoughts add powerfully to the creation of the world.",success
thesecret Your current thoughts are creating your future life. What you think about the most or focus on the most will appear as your life.,success
" tinybuddha ""A wrong relationship will make you feel more alone than when you were single.""",success
" tinybuddha ""Don't waste time explaining yourself to someone who is committed to misunderstanding you.""",success
" tinybuddha ""The good life is one inspired by love and guided by knowledge.""

~ Bertrand Russell",success
" tinybuddha ""What we have once enjoyed we can never lose. All that we love deeply becomes a part of us.""

~ Helen Keller",success
" tinybuddha ""You deserve all the good things in life. Don't let anything or anyone make you forget that.""",success
toshafreitag Stay positive.  It make life relatively easier👍😊,happiness
" unkonfined ""They always come back when they realize they lost a diamond, chasing shiny rocks.""",success
virtualhubph Absolutely 🙏😊,happiness
~ Never Born. Never Died. Only Visited this Planet Earth between Dec 11 1931 - Jan 19 1990 ... Happy Birthday Master ♥,spiritual
" ♥️ (language: Hindi)

Source: Unknown https://t.co/I3wsoH7nfE",spiritual
" ❤️

(Credit to the rightful owner) 
Language: Hindi https://t.co/bvdLbVmpNk",spiritual
💗 https://t.co/VTmAR1b4Py,spiritual
"""A journey of a thousand miles must begin with a single step."" -- Lao-Tsu",spiritual
"""A leader's job is not to do the work for others it's to help others figure out how to do it themselves."" --  Simon Sinek",spiritual
"""A little foolishness, enough to enjoy life, and a little wisdom to avoid the errors, that will do."" .~",spiritual
"""A person who never made a mistake never tried anything new."" -- Albert Einstein",spiritual
